index,host,port,hash,hash_prev,merkle_root,timestamp
32,192.168.1.6,4003,37cf,648d,4538,1607428465.283384
33,192.168.1.6,4001,54b7,37cf,b6d2,1607428466.0449498
34,192.168.1.6,4000,4dc2,54b7,5f2b,1607428468.9334607
35,192.168.1.6,4003,099d,4dc2,802a,1607428469.289941
36,192.168.1.6,4004,70f7,099d,886f,1607428469.4477916
37,192.168.1.6,5000,034c,70f7,a9a2,1607428474.898242
38,192.168.1.6,5000,538f,034c,ba8c,1607428474.8988528
39,192.168.1.6,4003,b947,538f,82bc,1607428476.3002124
40,192.168.1.6,5000,3990,b947,e679,1607428478.9051528
41,192.168.1.6,5000,6732,3990,71cf,1607428479.9070323
42,192.168.1.6,4008,9c46,6732,337e,1607428480.918761
43,192.168.1.6,4006,c024,9c46,0e2f,1607428483.669094
44,192.168.1.6,4004,035c,c024,3ab8,1607428487.4720795
45,192.168.1.6,4003,963b,035c,c672,1607428489.3192887
46,192.168.1.6,5000,cdff,963b,04e6,1607428491.9198039
47,192.168.1.6,4006,1691,cdff,c5a7,1607428498.6881258
48,192.168.1.6,4006,4f90,1691,e47f,1607428502.6931903
49,192.168.1.6,4008,4dfd,4f90,9b32,1607428502.945934
50,192.168.1.6,4000,a16b,4dfd,4768,1607428502.9780774
51,192.168.1.6,4002,3478,a16b,d33e,1607428503.2008815
51,192.168.1.6,4005,62a2,a16b,2746,1607428504.6009276
52,192.168.1.6,4008,5a48,3478,a47e,1607428505.9531693
53,192.168.1.6,4001,19f5,5a48,b49b,1607428506.1192667
54,192.168.1.6,5000,55d5,19f5,46d7,1607428507.9392285
55,192.168.1.6,5000,13f9,55d5,0c03,1607428507.9400756
56,192.168.1.6,5000,0839,13f9,1902,1607428510.943831
57,192.168.1.6,5000,cf4a,0839,735f,1607428510.9446976
58,192.168.1.6,5000,12a9,cf4a,b1bb,1607428510.945357
59,192.168.1.6,5000,d950,12a9,9139,1607428510.9459994
60,192.168.1.6,4009,e3ae,d950,e5dc,1607428514.1212564
61,192.168.1.6,4003,e31b,e3ae,cdc7,1607428519.3841357
62,192.168.1.6,5000,6f39,e31b,0f9e,1607428519.9557798
63,192.168.1.6,4002,a293,6f39,dbd8,1607428520.2657468
64,192.168.1.6,4009,b403,a293,53c0,1607428521.1310282
65,192.168.1.6,4004,3950,b403,c60c,1607428521.5522816
66,192.168.1.6,4008,e081,3950,a066,1607428523.9992647
67,192.168.1.6,4000,a752,e081,c020,1607428529.0135922
68,192.168.1.6,4001,ef66,a752,de61,1607428537.2453892
69,192.168.1.6,5000,b2bf,ef66,271a,1607428537.9777815
70,192.168.1.6,4009,7aaa,b2bf,c78c,1607428538.1512697
71,192.168.1.6,4007,2570,7aaa,f3aa,1607428539.9025252
72,192.168.1.6,4002,d154,2570,ba85,1607428545.305541
73,192.168.1.6,5000,d535,d154,3e0f,1607428546.9881902
74,192.168.1.6,4001,3b96,d535,99af,1607428548.264178
75,192.168.1.6,4004,6cb1,3b96,3dfa,1607428550.587168
76,192.168.1.6,5000,05d7,6cb1,c245,1607428552.9953868
77,192.168.1.6,4000,763d,05d7,bf1e,1607428553.045944
78,192.168.1.6,4009,d329,763d,2e45,1607428554.1751952
79,192.168.1.6,4006,0d4f,d329,ce0e,1607428555.8224592
80,192.168.1.6,5000,fe84,0d4f,ac84,1607428556.0006766
81,192.168.1.6,4003,cc14,fe84,46ff,1607428559.4400907
82,192.168.1.6,4003,c231,cc14,8503,1607428559.4411907
83,192.168.1.6,4002,1353,c231,797d,1607428561.3312526
84,192.168.1.6,4001,061b,1353,7e19,1607428562.288563
85,192.168.1.6,5000,f943,061b,dd20,1607428563.008675
86,192.168.1.6,5000,5d90,f943,144f,1607428564.0097365
87,192.168.1.6,5000,9a21,5d90,9407,1607428566.012551
88,192.168.1.6,5000,0b07,9a21,7f65,1607428566.0132847
89,192.168.1.6,4003,5aeb,0b07,76b0,1607428568.456126
90,192.168.1.6,4005,e047,5aeb,7f6f,1607428568.7168727
91,192.168.1.6,4009,5f7a,e047,4aca,1607428569.2015374
91,192.168.1.6,4001,8006,e047,3346,1607428569.3027267
92,192.168.1.6,5000,0a97,5f7a,bd93,1607428572.0200925
93,192.168.1.6,4000,9daf,0a97,5d2a,1607428572.0737338
94,192.168.1.6,4002,7575,9daf,1d24,1607428583.3788507
95,192.168.1.6,4000,c3cc,7575,e6dd,1607428585.0898278
96,192.168.1.6,4000,e25a,c3cc,e3dc,1607428586.0915492
97,192.168.1.6,4004,32b4,e25a,5fa4,1607428586.6496978
98,192.168.1.6,5000,0bc6,32b4,b073,1607428587.0372145
99,192.168.1.6,4009,f8f2,0bc6,6515,1607428587.2551308
100,192.168.1.6,4007,fc0b,f8f2,1320,1607428587.9758115
100,192.168.1.6,5000,a258,f8f2,bfef,1607428588.0391543
101,192.168.1.6,4000,10df,fc0b,898f,1607428589.1140523
102,192.168.1.6,5000,4f88,10df,8f2f,1607428592.0746467
103,192.168.1.6,4006,e62f,4f88,031c,1607428593.890944
104,192.168.1.6,4004,482c,e62f,6677,1607428598.6684792
105,192.168.1.6,4009,2bfc,482c,7dcf,1607428603.276149
106,192.168.1.6,5000,86a4,2bfc,ca09,1607428604.088232
107,192.168.1.6,4001,683a,86a4,fdac,1607428604.3771422
108,192.168.1.6,4006,0f88,683a,5a6c,1607428604.9056735
109,192.168.1.6,5000,e7c2,0f88,c74d,1607428605.090885
110,192.168.1.6,4007,546f,e7c2,79cd,1607428606.0016997
111,192.168.1.6,4001,d7f2,546f,9276,1607428606.3824234
112,192.168.1.6,5000,b0e9,d7f2,30d6,1607428608.0951967
113,192.168.1.6,5000,4b4c,b0e9,5930,1607428610.0971391
114,192.168.1.6,5000,94d2,4b4c,b878,1607428610.0977292
115,192.168.1.6,5000,3672,94d2,2a3b,1607428610.0982003
116,192.168.1.6,5000,c797,3672,22e2,1607428610.0986373
117,192.168.1.6,4004,2e7b,c797,6881,1607428610.6903486
118,192.168.1.6,4004,c09f,2e7b,1c45,1607428611.7048664
119,192.168.1.6,4008,ce1c,c09f,d8a0,1607428614.2106905
120,192.168.1.6,5000,832f,ce1c,ed8b,1607428617.117259
121,192.168.1.6,4004,0218,832f,707d,1607428617.713207
122,192.168.1.6,4000,b3cf,0218,733d,1607428620.178992
123,192.168.1.6,4002,a941,b3cf,ee20,1607428621.5043347
124,192.168.1.6,4000,c7db,a941,7a5c,1607428623.1832564
125,192.168.1.6,4008,ad38,c7db,7451,1607428624.2257557
126,192.168.1.6,4002,6388,ad38,0ac0,1607428624.510668
127,192.168.1.6,4008,fce6,6388,c570,1607428625.2290165
127,192.168.1.6,4002,7e40,6388,49c2,1607428625.5123346
128,192.168.1.6,5000,8f30,fce6,cb5d,1607428626.1328928
129,192.168.1.6,5000,bad1,8f30,9930,1607428627.1343958
130,192.168.1.6,5000,0ec1,bad1,5ee2,1607428627.1349738
128,192.168.1.6,4008,b8de,fce6,126a,1607428626.2317195
131,192.168.1.6,4005,6aed,0ec1,5325,1607428628.9041145
132,192.168.1.6,5000,2342,6aed,c607,1607428629.1382453
133,192.168.1.6,4005,5f60,2342,4781,1607428632.910243
134,192.168.1.6,4007,3baf,5f60,54d1,1607428634.0631673
135,192.168.1.6,4002,7691,3baf,5543,1607428635.5812085
136,192.168.1.6,5000,9386,7691,c62d,1607428636.146944
137,192.168.1.6,4009,ca08,9386,1888,1607428637.3915725
138,192.168.1.6,4004,b013,ca08,8474,1607428639.7792256
139,192.168.1.6,5000,8c99,b013,97f5,1607428646.1575177
140,192.168.1.6,5000,6ab2,8c99,7353,1607428649.161773
141,192.168.1.6,5000,85ee,6ab2,b5f6,1607428649.1629353
142,192.168.1.6,5000,b568,85ee,a740,1607428649.163459
143,192.168.1.6,5000,3578,b568,53a5,1607428649.1639457
144,192.168.1.6,4006,b110,3578,5295,1607428651.0343027
145,192.168.1.6,5000,fff3,b110,ce59,1607428654.1701753
146,192.168.1.6,4002,85a1,fff3,cbaf,1607428654.6247761
147,192.168.1.6,4004,d952,85a1,ec07,1607428655.816214
148,192.168.1.6,5000,1ec1,d952,f60d,1607428664.1817095
149,192.168.1.6,4007,827f,1ec1,0c7d,1607428665.115317
150,192.168.1.6,4004,a8c3,827f,de42,1607428665.829073
151,192.168.1.6,4000,40e0,a8c3,f7b1,1607428667.2502553
152,192.168.1.6,4007,3594,40e0,18db,1607428670.1231413
153,192.168.1.6,4007,63cf,3594,4632,1607428672.126307
154,192.168.1.6,4008,84e4,63cf,10e9,1607428672.3220673
155,192.168.1.6,4000,4f96,84e4,0cea,1607428674.2598255
156,192.168.1.6,5000,ba3f,4f96,fea2,1607428675.19975
157,192.168.1.6,5000,f9bb,ba3f,9287,1607428677.201713
158,192.168.1.6,4004,df86,f9bb,f3b9,1607428677.8488138
159,192.168.1.6,4007,f3d6,df86,067a,1607428678.1372757
159,192.168.1.6,5000,6884,df86,b158,1607428678.204913
160,192.168.1.6,5000,77fa,6884,881c,1607428678.2054305
161,192.168.1.6,5000,eb77,77fa,945a,1607428680.2204478
162,192.168.1.6,5000,c540,eb77,14e8,1607428682.2420576
163,192.168.1.6,4008,d21f,c540,7a2f,1607428682.3403249
164,192.168.1.6,4001,1b48,d21f,47e6,1607428682.5497236
165,192.168.1.6,4001,611b,1b48,6304,1607428683.5517344
166,192.168.1.6,4006,4c92,611b,18c1,1607428684.096447
165,192.168.1.6,5000,673d,1b48,8c63,1607428683.244407
167,192.168.1.6,4003,1558,4c92,2c17,1607428687.7565513
168,192.168.1.6,4002,d79b,1558,6364,1607428689.6963673
169,192.168.1.6,4007,6af3,d79b,7a51,1607428690.2092476
170,192.168.1.6,4002,149f,6af3,fb39,1607428697.708507
171,192.168.1.6,4007,6863,149f,05aa,1607428698.219608
172,192.168.1.6,4009,ca03,6863,0db2,1607428699.5223284
173,192.168.1.6,4000,2f57,ca03,f3c0,1607428702.3404098
174,192.168.1.6,5000,5b74,2f57,d486,1607428708.3270104
175,192.168.1.6,4006,02b4,5b74,5ba0,1607428711.1321328
176,192.168.1.6,4009,c5ed,02b4,8a35,1607428713.5402062
177,192.168.1.6,4008,1051,c5ed,5ac2,1607428714.3845131
178,192.168.1.6,4000,0e94,1051,044c,1607428716.360703
179,192.168.1.6,4005,a77a,0e94,6baf,1607428720.061597
180,192.168.1.6,4008,3d02,a77a,2f38,1607428720.3931851
181,192.168.1.6,4002,8398,3d02,6c3d,1607428720.7474682
182,192.168.1.6,4001,34cd,8398,f02c,1607428721.6090362
183,192.168.1.6,4003,1a41,34cd,c3fa,1607428724.8081427
184,192.168.1.6,4006,665a,1a41,7bb1,1607428725.1549513
185,192.168.1.6,4009,c9b1,665a,a652,1607428726.560742
186,192.168.1.6,4009,5268,c9b1,da0d,1607428727.5629435
187,192.168.1.6,5000,2e87,5268,1d78,1607428729.3537817
188,192.168.1.6,4005,4f35,2e87,b837,1607428735.0858185
189,192.168.1.6,5000,af2d,4f35,8a90,1607428744.3700008
190,192.168.1.6,4006,f93d,af2d,edc0,1607428745.180582
191,192.168.1.6,5000,7e3e,f93d,91c5,1607428749.3769794
192,192.168.1.6,4009,eed4,7e3e,6e4c,1607428749.5916224
193,192.168.1.6,4002,295b,eed4,ccd5,1607428749.7901223
193,192.168.1.6,4003,b2ae,eed4,a813,1607428749.8441298
194,192.168.1.6,4007,0338,295b,d763,1607428754.32491
195,192.168.1.6,5000,eed6,0338,0717,1607428756.4136102
196,192.168.1.6,4005,2f24,eed6,f4e0,1607428758.1176345
197,192.168.1.6,4008,da68,2f24,112f,1607428758.4824383
198,192.168.1.6,4009,01d2,da68,e727,1607428758.606592
199,192.168.1.6,4000,5d48,01d2,7d14,1607428760.4730365
200,192.168.1.6,4004,4369,5d48,5d63,1607428766.9935222
201,192.168.1.6,4006,26e3,4369,ed34,1607428767.2264724
202,192.168.1.6,4007,e53b,26e3,9329,1607428770.3491845
203,192.168.1.6,4006,0081,e53b,ae7b,1607428771.2324674
204,192.168.1.6,5000,e7aa,0081,dfaa,1607428773.43599
205,192.168.1.6,5000,62b9,e7aa,95c2,1607428773.4366672
206,192.168.1.6,4004,d07d,62b9,ec3e,1607428777.0103033
207,192.168.1.6,4005,edc8,d07d,87b5,1607428781.1513278
208,192.168.1.6,4006,df76,edc8,9d68,1607428783.249396
209,192.168.1.6,5000,72b2,df76,7a34,1607428783.4486368
210,192.168.1.6,4000,8587,72b2,f77a,1607428786.5072
211,192.168.1.6,5000,6b66,8587,00cc,1607428792.4582386
212,192.168.1.6,5000,867d,6b66,4ce5,1607428797.4632056
213,192.168.1.6,4002,6f40,867d,8249,1607428797.8690743
214,192.168.1.6,4004,8173,6f40,8ef2,1607428801.042056
215,192.168.1.6,4004,25ae,8173,b2c7,1607428803.0453353
216,192.168.1.6,4008,4cfb,25ae,5a8c,1607428812.569229
217,192.168.1.6,4006,fea5,4cfb,5ed1,1607428815.2891674
218,192.168.1.6,4005,872b,fea5,1ceb,1607428817.1998413
219,192.168.1.6,4008,a3ce,872b,99e8,1607428820.5801327
220,192.168.1.6,5000,de81,a3ce,fe4e,1607428823.4938803
221,192.168.1.6,5000,4e90,de81,dc33,1607428824.4956396
222,192.168.1.6,4009,3548,4e90,98ab,1607428827.6962807
223,192.168.1.6,4004,31f3,3548,910b,1607428828.0794475
224,192.168.1.6,5000,cf14,31f3,18c6,1607428830.503627
225,192.168.1.6,4001,8fd3,cf14,0f8e,1607428830.7684982
226,192.168.1.6,4005,08b2,8fd3,3871,1607428832.2229865
227,192.168.1.6,4006,99eb,08b2,81ba,1607428832.316103
228,192.168.1.6,4009,d6f4,99eb,fd9a,1607428833.7081528
229,192.168.1.6,5000,8c69,d6f4,5e21,1607428841.5173752
230,192.168.1.6,4005,0bd1,8c69,c722,1607428842.237607
231,192.168.1.6,4008,4332,0bd1,6f9a,1607428844.615095
232,192.168.1.6,4001,72c0,4332,a9de,1607428844.7903142
233,192.168.1.6,4007,ec47,72c0,7182,1607428847.4544194
234,192.168.1.6,4007,fdc8,ec47,2116,1607428847.4556484
235,192.168.1.6,5000,9d3a,fdc8,7ef8,1607428848.527502
236,192.168.1.6,5000,9707,9d3a,699e,1607428853.5331416
237,192.168.1.6,4001,e79d,9707,ded8,1607428856.8087656
238,192.168.1.6,4002,3070,e79d,f2b5,1607428856.9643216
239,192.168.1.6,4002,161e,3070,6a42,1607428856.9651625
240,192.168.1.6,4003,732c,161e,7495,1607428858.991999
241,192.168.1.6,4004,aa8c,732c,64f7,1607428861.1274269
242,192.168.1.6,5000,c1f8,aa8c,80a2,1607428861.543375
243,192.168.1.6,5000,966f,c1f8,6159,1607428861.5439093
244,192.168.1.6,5000,b6f6,966f,53eb,1607428863.546516
245,192.168.1.6,4000,62ec,b6f6,1bc4,1607428874.6363292
246,192.168.1.6,4005,d550,62ec,a669,1607428875.2849035
247,192.168.1.6,4005,fa73,d550,6ce7,1607428875.2854946
248,192.168.1.6,4003,4973,fa73,1eb4,1607428876.0177968
249,192.168.1.6,4003,abae,4973,5658,1607428883.026239
250,192.168.1.6,4004,720f,abae,2dcc,1607428883.1562839
251,192.168.1.6,5000,ac04,720f,094c,1607428883.5992508
252,192.168.1.6,5000,2960,ac04,f1e1,1607428883.5998333
253,192.168.1.6,4006,1a52,2960,8d79,1607428885.3921466
254,192.168.1.6,5000,deda,1a52,3d84,1607428885.6031208
255,192.168.1.6,4008,37a8,deda,248b,1607428886.7252235
256,192.168.1.6,4004,e9a9,37a8,1e66,1607428887.16526
257,192.168.1.6,4007,6b45,e9a9,320b,1607428893.528175
258,192.168.1.6,4001,bb0c,6b45,82c7,1607428894.9684262
259,192.168.1.6,5000,4750,bb0c,1742,1607428897.617154
260,192.168.1.6,4005,ae13,4750,1b2c,1607428899.320353
261,192.168.1.6,4002,bd4e,ae13,008e,1607428900.107179
262,192.168.1.6,4000,1f5f,bd4e,4d10,1607428903.6725745
263,192.168.1.6,4000,35c9,1f5f,5e03,1607428903.6729596
264,192.168.1.6,5000,9c7f,35c9,dd49,1607428907.6301644
265,192.168.1.6,5000,4c27,9c7f,dd28,1607428909.6321242
266,192.168.1.6,5000,4ad7,4c27,1cb6,1607428913.6361253
267,192.168.1.6,4000,fbd9,4ad7,087e,1607428914.6871638
268,192.168.1.6,4006,4e5a,fbd9,6c5f,1607428916.4355125
269,192.168.1.6,5000,679f,4e5a,9228,1607428916.6407995
270,192.168.1.6,5000,5951,679f,4af4,1607428917.6424215
271,192.168.1.6,5000,ff2a,5951,65aa,1607428918.644235
272,192.168.1.6,4005,853e,ff2a,25ff,1607428920.3541245
273,192.168.1.6,5000,088f,853e,7865,1607428922.649174
274,192.168.1.6,5000,1224,088f,a8ab,1607428926.6532397
275,192.168.1.6,5000,bd34,1224,c971,1607428928.6561265
276,192.168.1.6,4003,8962,bd34,3aee,1607428929.1165717
277,192.168.1.6,4007,09c3,8962,e1cf,1607428929.5846865
278,192.168.1.6,4005,33fa,09c3,856b,1607428930.3709304
279,192.168.1.6,5000,7702,33fa,f3ad,1607428934.6641266
280,192.168.1.6,4001,6e0a,7702,84a1,1607428935.031977
281,192.168.1.6,4002,093c,6e0a,55fe,1607428937.1682243
282,192.168.1.6,5000,c63d,093c,f8da,1607428941.6732388
283,192.168.1.6,4007,a28e,c63d,b790,1607428944.6054862
284,192.168.1.6,4002,d6b3,a28e,f507,1607428946.1816292
285,192.168.1.6,4000,712b,d6b3,d067,1607428947.7341208
286,192.168.1.6,4001,41c0,712b,af99,1607428949.0539923
287,192.168.1.6,5000,3c26,41c0,17f5,1607428949.6847606
288,192.168.1.6,5000,4e16,3c26,5e9d,1607428957.6934555
289,192.168.1.6,4008,fbce,4e16,4bc4,1607428958.8272066
290,192.168.1.6,5000,db6c,fbce,1913,1607428961.6990526
291,192.168.1.6,5000,f77b,db6c,123b,1607428961.699805
292,192.168.1.6,4001,0805,f77b,865a,1607428963.076449
293,192.168.1.6,4008,53fd,0805,1e3a,1607428963.8366196
294,192.168.1.6,5000,7b7b,53fd,f17b,1607428965.70583
295,192.168.1.6,5000,68e4,7b7b,f126,1607428969.7101765
296,192.168.1.6,4009,7b2f,68e4,c940,1607428969.9193912
297,192.168.1.6,4008,afc7,7b2f,cadc,1607428970.8474796
298,192.168.1.6,4003,2c7c,afc7,7cbb,1607428976.1862185
299,192.168.1.6,4004,bdee,2c7c,f08a,1607428976.2987275
300,192.168.1.6,4006,afdc,bdee,0856,1607428978.528203
301,192.168.1.6,4006,8dc3,afdc,40c6,1607428978.5294158
302,192.168.1.6,4005,a481,8dc3,294c,1607428984.4521747
303,192.168.1.6,4004,4c45,a481,05b5,1607428986.3121643
304,192.168.1.6,4009,3e58,4c45,d9df,1607428986.947474
305,192.168.1.6,4009,7bb4,3e58,971d,1607428986.948557
306,192.168.1.6,4008,ff09,7bb4,dbf5,1607428988.8746426
307,192.168.1.6,4007,0c88,ff09,e0ce,1607428990.677115
308,192.168.1.6,5000,23b8,0c88,49b4,1607428995.743521
309,192.168.1.6,4002,b881,23b8,b609,1607428998.2637448
310,192.168.1.6,5000,d4f0,b881,5c34,1607428999.7481437
311,192.168.1.6,5000,995b,d4f0,abd2,1607429000.7499177
312,192.168.1.6,4003,96e7,995b,83b5,1607429002.2279649
313,192.168.1.6,4007,6ae6,96e7,0cd1,1607429002.696127
314,192.168.1.6,4007,3507,6ae6,d55b,1607429002.6971407
315,192.168.1.6,5000,b924,3507,714b,1607429003.754939
316,192.168.1.6,5000,6cce,b924,e61b,1607429008.7602265
317,192.168.1.6,5000,6db5,6cce,fc71,1607429010.7630265
318,192.168.1.6,4001,993c,6db5,99cb,1607429012.1566525
319,192.168.1.6,5000,ce4e,993c,a007,1607429016.7698836
320,192.168.1.6,4001,d98c,ce4e,c7e4,1607429020.1669528
321,192.168.1.6,4007,a029,d98c,953d,1607429022.7253146
322,192.168.1.6,5000,0418,a029,1f12,1607429032.7883239
323,192.168.1.6,4002,c1be,0418,297d,1607429036.3266356
324,192.168.1.6,5000,59e2,c1be,c6f6,1607429038.795881
325,192.168.1.6,5000,ce3f,59e2,d381,1607429041.7997022
326,192.168.1.6,5000,c0ca,ce3f,478e,1607429041.8004892
327,192.168.1.6,5000,0eaf,c0ca,6bb0,1607429043.8031192
328,192.168.1.6,5000,3d7b,0eaf,c26c,1607429051.8120687
329,192.168.1.6,5000,7f5a,3d7b,41fb,1607429052.8138494
330,192.168.1.6,4003,ddda,7f5a,db7f,1607429054.299692
331,192.168.1.6,4003,c318,ddda,4207,1607429055.301826
332,192.168.1.6,4005,cb34,c318,2426,1607429058.5553787
333,192.168.1.6,4000,cb6a,cb34,f261,1607429059.8844688
334,192.168.1.6,4005,dcef,cb6a,ace5,1607429060.559918
335,192.168.1.6,4006,4e8d,dcef,cd33,1607429060.6488738
336,192.168.1.6,5000,ab75,4e8d,6844,1607429061.8266313
